league_key,season,draft_id,overall_order,nomination_number,player_name,sleeper_player_id,position,winning_roster_id,winning_manager_id,winning_manager_name,winning_price,record_type,modeled_market_value,app_do_not_exceed,notes,source_row
bishop_sycamore,2025,1256493132464260096,16,16,A.J. Brown,5859,WR,2,Bishop_Troy,Redneck cop,150,college_promotion,,,,17
bishop_sycamore,2025,1256493132464260096,24,24,Cam Skattebo,12481,RB,10,Bishop_Brandon,Lol Fuck This Sport,11,college_promotion,,,,25
bishop_sycamore,2025,1256493132464260096,27,27,Bucky Irving,11584,RB,10,Bishop_Brandon,Lol Fuck This Sport,11,college_promotion,,,,28
bishop_sycamore,2025,1256493132464260096,29,29,Sam LaPorta,10859,TE,10,Bishop_Brandon,Lol Fuck This Sport,39,college_promotion,,,,30
bishop_sycamore,2025,1256493132464260096,32,32,Rashod Bateman,7571,WR,10,Bishop_Brandon,Lol Fuck This Sport,11,college_promotion,,,,33
bishop_sycamore,2023,979948842298760960,42,42,Jordan Addison,9756,WR,3,Bishop_Fritz,Fritz (Whore),1,college_promotion,,,,475
